Table.Column,Females_ACSMOE_12_16,integer,females_acsmoe_12_16,MOE - Number of Females,Margin of Error for Number of Females,Persons,ACS,,22,population
Table.Column,Pop_under_5_CEN_2010,integer,pop_under_5_cen_2010,Persons less than age 5 in the 2010 Census,"Number of persons under age 5 as of April 1, 2010",Persons,2010 Census,Tot_Population_CEN_ 2010,23,population
Table.Column,Pop_under_5_ACS_12_16,integer,pop_under_5_acs_12_16,Persons less than age 5 in the ACS,Number of persons under age 5 at the time of the ACS interview,Persons,ACS,Tot_Population_ACS_ 10_14,24,population
Table.Column,Pop_under_5_ACSMOE_12_16,integer,pop_under_5_acsmoe_12_16,MOE - Persons less than age 5,Margin of Error for Persons less than age 5,Persons,ACS,,25,population
Table.Column,Pop_5_17_CEN_2010,integer,pop_5_17_cen_2010,Persons aged 5 to 17 in the 2010 Census,"Number of persons ages 5 to 17 as of April 1, 2010",Persons,2010 Census,Tot_Population_CEN_ 2010,26,population
Table.Column,Pop_5_17_ACS_12_16,integer,pop_5_17_acs_12_16,Persons aged 5 to 17 in the ACS,Number of persons ages 5 to 17 at the time of the ACS interview,Persons,ACS,Tot_Population_ACS_ 10 14,27,population
Table.Column,Pop_5_17_ACSMOE_12_16,integer,pop_5_17_acsmoe_12_16,MOE - Persons aged 5 to 17,Margin of Error for Persons ages 5 to 17,Persons,ACS,,28,population
Table.Column,Pop_18_24_CEN_2010,integer,pop_18_24_cen_2010,Persons aged 18 to 24 in the 2010 Census,"Number of persons ages 18 to 24 as of April 1, 2010",Persons,2010 Census,Tot_Population_CEN_ 2010,29,population
Table.Column,Pop_18_24_ACS_12_16,integer,pop_18_24_acs_12_16,Persons aged 18 to 24 in the ACS,Number of persons ages 18 to 24 at the time of the ACS interview,Persons,ACS,Tot_Population_ACS_ 10 14,30,population
Table.Column,Pop_18_24_ACSMOE_12_16,integer,pop_18_24_acsmoe_12_16,MOE - Persons aged 18 to 24,Margin of Error for Persons ages 18 to 24,Persons,ACS,,31,population
Table.Column,Pop_25_44_CEN_2010,integer,pop_25_44_cen_2010,Persons aged 25 to 44 in the 2010 Census,"Number of persons ages 25 to 44 as of April 1, 2010",Persons,2010 Census,Tot_Population_CEN_ 2010,32,population
Table.Column,Pop_25_44_ACS_12_16,integer,pop_25_44_acs_12_16,Persons aged 25 to 44 in the ACS,Number of persons ages 25 to 44 at the time of the ACS interview,Persons,ACS,Tot_Population_ACS_ 10 14,33,population
Table.Column,Pop_25_44_ACSMOE_12_16,integer,pop_25_44_acsmoe_12_16,MOE - Persons aged 25 to 44 (Derived),Margin of Error for Persons ages 25 to 44,Persons,ACS,,34,population
Table.Column,Pop_45_64_CEN_2010,integer,pop_45_64_cen_2010,Persons aged 45 to 64 in the 2010 Census,"Number of persons ages 45 to 64 as of April 1, 2010",Persons,2010 Census,Tot_Population_CEN_ 2010,35,population
Table.Column,Pop_45_64_ACS_12_16,integer,pop_45_64_acs_12_16,Persons aged 45 to 64 in the ACS,Number of persons ages 45 to 64 at the time of the ACS interview,Persons,ACS,Tot_Population_ACS_ 12 16,36,population
Table.Column,Pop_45_64_ACSMOE_12_16,integer,pop_45_64_acsmoe_12_16,MOE - Persons aged 45 to 64 (Derived),Margin of Error for Persons ages 45 to 64,Persons,ACS,,37,population
Table.Column,Pop_65plus_CEN_2010,integer,pop_65plus_cen_2010,Persons aged 65 and over in the 2010 Census,"Number of persons age 65 and over as of April 1, 2010",Persons,2010 Census,Tot_Population_CEN_ 2010,38,population
Table.Column,Pop_65plus_ACS_12_16,integer,pop_65plus_acs_12_16,Persons aged 65 and over in the ACS,Number of persons age 65 and over at the time of the ACS interview,Persons,ACS,Tot_Population_ACS_ 12_16,39,population
Table.Column,Pop_65plus_ACSMOE_12_16,integer,pop_65plus_acsmoe_12_16,MOE - Persons aged 65 and over,Margin of Error for Persons ages 65 and over,Persons,ACS,,40,population
Table.Column,Tot_GQ_CEN_2010,integer,tot_gq_cen_2010,Total Group Quarters Population in the 2010 Census,"Number of people living or staying in a group living arrangement owned by an entity providing housing to residents, who are usually unrelated, as of April 1, 2010",Persons,2010 Census,Tot_Population_CEN_ 2010,41,population
Table.Column,Inst_GQ_CEN_2010,integer,inst_gq_cen_2010,Institutionalized Group Quarters Population in the 2010 Census,"Number of those in group quarters primarily ineligible, unable, or unlikely to participate in labor force while residents. Institutional group quarters include correctional facilities for adults, juvenile facilities, nursing facilities, and other institutional facilities.",Persons,2010 Census,Tot_Population_CEN_ 2010,42,population
Table.Column,Non_Inst_GQ_CEN_2010,integer,non_inst_gq_cen_2010,Non-Institutionalized Group Quarters Population in the 2010 Census,"Number of those in group quarters primarily eligible, able, or likely to participate in labor force while residents. Noninstitutional group quarters include college/university student housing, military quarters, and other noninstitutional facilities.",Persons,2010 Census,Tot_Population_CEN_ 2010,43,population
Table.Column,Hispanic_CEN_2010,integer,hispanic_cen_2010,Persons of Hispanic Origin in the 2010 Census,"Number of people who identify as ""Mexican"", ""Puerto Rican"", ""Cuban"", or ""another Hispanic, Latino, or Spanish origin"" in the 2010 Census population",Persons,2010 Census,Tot_Population_CEN_ 2010,44,demographic
Table.Column,Hispanic_ACS_12_16,integer,hispanic_acs_12_16,Persons of Hispanic Origin in the ACS,"Number of people who identify as ""Mexican"", ""Puerto Rican"", ""Cuban"", or ""another Hispanic, Latino, or Spanish origin"" in the ACS population",Persons,ACS,Tot_Population_ACS_ 12_16,45,demographic
Table.Column,Hispanic_ACSMOE_12_16,integer,hispanic_acsmoe_12_16,MOE - Hispanic Origin Population,Margin of Error of Hispanic Origin Population,Persons,ACS,,46,demographic
Table.Column,NH_White_alone_CEN_2010,integer,nh_white_alone_cen_2010,"White alone, not Hispanic or Latino population in the 2010 Census","Number of people who indicate no Hispanic origin and their only race as ""White"" or report entries such as Irish, German, Italian, Lebanese, Arab, Moroccan, or Caucasian in the 2010 Census population",Persons,2010 Census,Tot_Population_CEN_ 2010,47,demographic
Table.Column,NH_White_alone_ACS_12_16,integer,nh_white_alone_acs_12_16,"White alone, not Hispanic or Latino population in the ACS","Number of people who indicate no Hispanic origin and their only race as ""White"" or report entries such as Irish, German, Italian, Lebanese, Arab, Moroccan, or Caucasian in the ACS population",Persons,ACS,Tot_Population_ACS_ 12_16,48,demographic
Table.Column,NH_White_alone_ACSMOE_12_16,integer,nh_white_alone_acsmoe_12_16,"MOE - White alone, not Hispanic or Latino population in the ACS",Margin of Error of Non-Hispanic White only,Persons,ACS,,49,demographic
Table.Column,NH_Blk_alone_CEN_2010,integer,nh_blk_alone_cen_2010,"Black or African American alone, not Hispanic or Latino population the 2010 Census","Number of people who indicate no Hispanic origin and their only race as ""Black, African Am., or Negro"" or report entries such as African American, Kenyan, Nigerian, or Haitian in the 2010 Census population",Persons,2010 Census,Tot_Population_CEN_ 2010,50,demographic
Table.Column,NH_Blk_alone_ACS_12_16,integer,nh_blk_alone_acs_12_16,"Black or African American alone, not Hispanic or Latino population in the ACS","Number of people who indicate no Hispanic origin and their only race as ""Black, African Am., or Negro"" or report entries such as African American, Kenyan, Nigerian, or Haitian in the ACS population",Persons,ACS,Tot_Population_ACS_ 12_16,51,demographic
Table.Column,NH_Blk_alone_ACSMOE_12_16,integer,nh_blk_alone_acsmoe_12_16,"MOE - Black or African American alone, not Hispanic or Latino population in the ACS",Margin of Error of Non-Hispanic Black or African-American only,Persons,ACS,,52,demographic
Table.Column,NH_AIAN_alone_CEN_2010,integer,nh_aian_alone_cen_2010,"American Indian and Alaska Native alone, not Hispanic or Latino population in the 2010 Census","Number of people who indicate no Hispanic origin and their only race as ""American Indian or Alaska Native"" or report entries such as Navajo, Blackfeet, Inupiat, Yup'ik, or Central/South American Indian groups in the 2010 Census population",Persons,2010 Census,Tot_Population_CEN_ 2010,53,demographic
Table.Column,NH_AIAN_alone_ACS_12_16,integer,nh_aian_alone_acs_12_16,"American Indian and Alaska Native alone, not Hispanic or Latino population in the ACS","Number of people who indicate no Hispanic origin and their only race as ""American Indian or Alaska Native"" or report entries such as Navajo, Blackfeet, Inupiat, Yup'ik, or Central/South American Indian groups in the ACS population",Persons,ACS,Tot_Population_ACS_ 12_16,54,demographic
Table.Column,NH_AIAN_alone_ACSMOE_12_16,integer,nh_aian_alone_acsmoe_12_16,"MOE - American Indian and Alaska Native alone, not Hispanic or Latino population",Margin of Error of Non-Hispanic American Indian and Alaska Native only,Persons,ACS,,55,demographic
Table.Column,NH_Asian_alone_CEN_2010,integer,nh_asian_alone_cen_2010,"Asian alone, not Hispanic or Latino population in the 2010 Census","Number of people who indicate no Hispanic origin and their only race as ""Asian Indian"", ""Chinese"", ""Filipino"", ""Korean"", ""Japanese"", ""Vietnamese"", or ""Other Asian"" in the 2010 Census population",Persons,2010 Census,Tot_Population_CEN_ 2010,56,demographic
Table.Column,NH_Asian_alone_ACS_12_16,integer,nh_asian_alone_acs_12_16,"Asian alone, not Hispanic or Latino population in the ACS","Number of people who indicate no Hispanic origin and their only race as ""Asian Indian"", ""Chinese"", ""Filipino"", ""Korean"", ""Japanese"", ""Vietnamese"", or ""Other Asian"" in the ACS population",Persons,ACS,Tot_Population_ACS_ 12_16,57,demographic
Table.Column,NH_Asian_alone_ACSMOE_12_16,integer,nh_asian_alone_acsmoe_12_16,"MOE - Asian alone, not Hispanic or Latino population in the ACS",Margin of Error of Non-Hispanic Asian only,Persons,ACS,,58,demographic
Table.Column,NH_NHOPI_alone_CEN_2010,integer,nh_nhopi_alone_cen_2010,"Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino population in the 2010 Census","Number of people who indicate no Hispanic origin and their only race as ""Native Hawaiian"", ""Guamanian or Chamorro"", ""Samoan"", or ""Other Pacific Islander"" in the 2010 Census population",Persons,2010 Census,Tot_Population_CEN_ 2010,59,demographic
Table.Column,NH_NHOPI_alone_ACS_12_16,integer,nh_nhopi_alone_acs_12_16,"Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino population in the ACS","Number of people who indicate no Hispanic origin and their only race as ""Native Hawaiian"", ""Guamanian or Chamorro"", ""Samoan"", or ""Other Pacific Islander"" in the ACS population",Persons,ACS,Tot_Population_ACS_ 12_16,60,demographic
Table.Column,NH_NHOPI_alone_ACSMOE_12_16,integer,nh_nhopi_alone_acsmoe_12_16,"MOE - Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino population in the ACS",Margin of Error of Non-Hispanic Native Hawaiian and Other Pacific Islander only,Persons,ACS,,61,demographic
Table.Column,NH_SOR_alone_CEN_2010,integer,nh_sor_alone_cen_2010,"Some other race alone, not Hispanic or Latino population in the 2010 Census","Number of people who indicate no Hispanic origin and their race as other than ""White"", ""Hispanic"", ""Black or African American"", ""American Indian or Alaska Native"", ""Asian"", and ""Native Hawaiian or Other Pacific Islander"" in the 2010 Census population",Persons,2010 Census,Tot_Population_CEN_ 2010,62,demographic
Table.Column,NH_SOR_alone_ACS_12_16,integer,nh_sor_alone_acs_12_16,"Some other race alone, not Hispanic or Latino population in the ACS","Number of people who indicate no Hispanic origin and their race as other than ""White"", ""Hispanic"", ""Black or African American"", ""American Indian or Alaska Native"", ""Asian"", and ""Native Hawaiian or Other Pacific Islander"" in the ACS population",Persons,ACS,Tot_Population_ACS_ 12_16,63,demographic
Table.Column,NH_SOR_alone_ACSMOE_12_16,integer,nh_sor_alone_acsmoe_12_16,"MOE - Some other Race alone, not Hispanic or Latino population in the ACS",Margin of Error of Non-Hispanic Some other Race only,Persons,ACS,,64,demographic
Table.Column,Pop_5yrs_Over_ACS_12_16,integer,pop_5yrs_over_acs_12_16,Population 5 years and over (denominator for language) in the ACS,Number of people ages 5 years and over at time of interview in the ACS population,Persons,ACS,Tot_Population_ACS_ 12_16,65,demographic
Table.Column,Pop_5yrs_Over_ACSMOE_12_16,integer,pop_5yrs_over_acsmoe_12_16,MOE - Population 5 years and over,Margin of Error of Population 5 years and over,Persons,ACS,,66,demographic
Table.Column,Othr_Lang_ACS_12_16,integer,othr_lang_acs_12_16,Population 5 years and over that speak a language other than English at home in the ACS,"Number of people ages 5 years and over at the time of interview that speak a language other than English at home in the ACS population, regardless of ability to speak English",Persons,ACS,Po p_5yrs_Ove r_ACS_ 12_16,67,demographic
Table.Column,Othr_Lang_ACSMOE_12_16,integer,othr_lang_acsmoe_12_16,MOE - Population 5 years and older that speak a language other than English at home (Derived),"Margin of Error of Population 5 years and over that speak a language other than English at home, regardless of ability to speak English",Persons,ACS,,68,demographic
Table.Column,Age5p_Only_English_ACS_12_16,integer,age5p_only_english_acs_12_16,Persons 5 years and over who speak only English in the ACS,Number of people ages 5 years and over at the time of the interview that speak only English at home in the ACS,Persons,ACS,Po p_5yrs_Ove r_ACS_ 12_16,69,demographic
Table.Column,Age5p_Only_English_ACSMOE_12_16,integer,age5p_only_english_acsmoe_12_16,MOE - Persons 5 years and over who speak only English,Margin of Error of Population 5 years and over that speak only English at home,Persons,ACS,,70,demographic
Table.Column,Age5p_Spanish_ACS_12_16,integer,age5p_spanish_acs_12_16,"Persons 5 years and over who speak English less than ""very well"" and speak Spanish at home in the ACS","Number of people ages 5 years and over who speak English less than ""very well"" and speak Spanish or Spanish Creole at home in the ACS. Examples include Ladino and Pachuco.",Persons,ACS,Po p_5yrs_Ove r_ACS_ 12_16,71,demographic
Table.Column,Age5p_Spanish_ACSMOE_12_16,integer,age5p_spanish_acsmoe_12_16,"MOE - Persons 5 years and over who speak English less than ""very well"" and speak Spanish at home","Margin of Error of Number of people 5 years and over who speak English less than ""very well"" and speak Spanish or Spanish Creole at home",Persons,ACS,,72,demographic
Table.Column,Age5p_French_ACS_12_16,integer,age5p_french_acs_12_16,"Persons 5 years and over who speak English less than ""very well"" and speak French at home in the ACS","Number of people ages 5 years and over who speak English less than ""very well"" and speak French at home in the ACS. Examples include Cajun and Patois.",Persons,ACS,Po p_5yrs_Ove r_ACS_ 12_16,73,demographic
Table.Column,Age5p_French_ACSMOE_12_16,integer,age5p_french_acsmoe_12_16,"MOE - Persons 5 years and over who speak English less than ""very well"" and speak French at home","Margin of Error of Number of people 5 years and over who speak English less than ""very well"" and speak French at home",Persons,ACS,,74,demographic
Table.Column,Age5p_German_ACS_12_16,integer,age5p_german_acs_12_16,"Persons 5 years and over who speak English less than ""very well"" and speak German at home in the ACS","Number of people ages 5 years and over who speak English less than ""very well"" and speak German at home in the ACS. Examples include Luxembourgian.",Persons,ACS,Po p_5yrs_Ove r_ACS_ 12_16,75,demographic
Table.Column,Age5p_German_ACSMOE_12_16,integer,age5p_german_acsmoe_12_16,"MOE - Persons 5 years and over who speak English less than ""very well"" and speak German at home","Margin of Error of Number of people 5 years and over who speak English less than ""very well"" and speak German at home",Persons,ACS,,76,demographic
Table.Column,Age5p_Russian_ACS_12_16,integer,age5p_russian_acs_12_16,"Persons 5 years and over who speak English less than ""very well"" and speak Russian at home in the ACS","Number of people ages 5 years and over who speak English less than ""very well"" and speak Russian at home in the ACS",Persons,ACS,Po p_5yrs_Ove r_ACS_ 12_16,77,demographic
Table.Column,Age5p_Russian_ACSMOE_12_16,integer,age5p_russian_acsmoe_12_16,"MOE - Persons 5 years and over who speak English less than ""very well"" and speak Russian at home","Margin of Error of Number of people 5 years and over who speak English less than ""very well"" and speak Russian at home",Persons,ACS,,78,demographic
Table.Column,Age5p_OthEuro_ACS_12_16,integer,age5p_otheuro_acs_12_16,"Persons 5 years and over who speak English less than ""very well"" and speak some other European language at home in the ACS","Number of people ages 5 years and over who speak English less than ""very well"" and speak some other Indo-European language at home in the ACS. Examples include Albanian, Gaelic, Lithuanian, and Romanian.",Persons,ACS,Po p_5yrs_Ove r_ACS_ 12_16,79,demographic
Table.Column,Age5p_OthEuro_ACSMOE_12_16,integer,age5p_otheuro_acsmoe_12_16,"MOE - Persons 5 years and over who speak English less than ""very well"" and speak some other European language at home","Margin of Error of Number of people 5 years and over who speak English less than ""very well"" and speak some other Indo-European language at home",Persons,ACS,,80,demographic
Table.Column,Age5p_Korean_ACS_12_16,integer,age5p_korean_acs_12_16,"Persons 5 years and over who speak English less than ""very well"" and speak Korean at home in the ACS","Number of people ages 5 years and over who speak English less than ""very well"" and speak Korean at home in the ACS",Persons,ACS,Po p_5yrs_Ove r_ACS_ 12_16,81,demographic
Table.Column,Age5p_Korean_ACSMOE_12_16,integer,age5p_korean_acsmoe_12_16,"MOE - Persons 5 years and over who speak English less than ""very well"" and speak Korean at home","Margin of Error of Number of people 5 years and over who speak English less than ""very well"" and speak Korean at home",Persons,ACS,,82,demographic
Table.Column,Age5p_Chinese_ACS_12_16,integer,age5p_chinese_acs_12_16,"Persons 5 years and over who speak English less than ""very well"" and speak Chinese at home in the ACS","Number of people ages 5 years and over who speak English less than ""very well"" and speak Chinese at home in the ACS. Examples include Cantonese, Formosan, and Mandarin.",Persons,ACS,Po p_5yrs_Ove r_ACS_ 12_16,83,demographic
Table.Column,Age5p_Chinese_ACSMOE_12_16,integer,age5p_chinese_acsmoe_12_16,"MOE - Persons 5 years and over who speak English less than ""very well"" and speak Chinese at home","Margin of Error of Number of people 5 years and over who speak English less than ""very well"" and speak Chinese at home",Persons,ACS,,84,demographic
Table.Column,Age5p_Vietnamese_ACS_12_16,integer,age5p_vietnamese_acs_12_16,"Persons 5 years and over who speak English less than ""very well"" and speak Vietnamese at home in the ACS","Number of people ages 5 years and over who speak English less than ""very well"" and speak Vietnamese at home in the ACS",Persons,ACS,Po p_5yrs_Ove r_ACS_ 12_16,85,demographic
Table.Column,Age5p_Vietnamese_ACSMOE_12_16,integer,age5p_vietnamese_acsmoe_12_16,"MOE - Persons 5 years and over who speak English less than ""very well"" and speak Vietnamese at home","Margin of Error of Number of people 5 years and over who speak English less than ""very well"" and speak Vietnamese at home",Persons,ACS,,86,demographic
Table.Column,Age5p_Tagalog_ACS_12_16,integer,age5p_tagalog_acs_12_16,"Persons 5 years and over who speak English less than ""very well"" and speak Tagalog at home in the ACS","Number of people ages 5 years and over who speak English less than ""very well"" and speak Tagalog at home in the ACS",Persons,ACS,Po p_5yrs_Ove r_ACS_ 12_16,87,demographic
Table.Column,Age5p_Tagalog_ACSMOE_12_16,integer,age5p_tagalog_acsmoe_12_16,"MOE - Persons 5 years and over who speak English less than ""very well"" and speak Tagalog at home","Margin of Error of Number of people 5 years and over who speak English less than ""very well"" and speak Tagalog at home",Persons,ACS,,88,demographic
Table.Column,Age5p_OthAsian_ACS_12_16,integer,age5p_othasian_acs_12_16,"Persons 5 years and over who speak English less than ""very well"" and speak some other Asian language at home in the ACS","Number of people ages 5 years and over who speak English less than ""very well"" and speak some other Asian language at home in the ACS. Examples include Turkish or Dravidian languages such as Malayalam, Telugu, and Tamil.",Persons,ACS,Po p_5yrs_Ove r_ACS_ 12_16,89,demographic
Table.Column,Age5p_OthAsian_ACSMOE_12_16,integer,age5p_othasian_acsmoe_12_16,"MOE - Persons 5 years and over who speak English less than ""very well"" and speak some other Asian language at home","Margin of Error of Number of people 5 years and over who speak English less than ""very well"" and speak some other Asian language at home",Persons,ACS,,90,demographic
Table.Column,Age5p_Arabic_ACS_12_16,integer,age5p_arabic_acs_12_16,"Persons 5 years and over who speak English less than ""very well"" and speak Arabic at home in the ACS","Number of people ages 5 years and over who speak English less than ""very well"" and speak Arabic at home in the ACS",Persons,ACS,Po p_5yrs_Ove r_ACS_ 12_16,91,demographic
Table.Column,Age5p_Arabic_ACSMOE_12_16,integer,age5p_arabic_acsmoe_12_16,"MOE - Persons 5 years and over who speak English less than ""very well"" and speak Arabic at home","Margin of Error of Number of people 5 years and over who speak English less than ""very well"" and speak Arabic at home",Persons,ACS,,92,demographic
Table.Column,Age5p_OthUnSp_ACS_12_16,integer,age5p_othunsp_acs_12_16,"Persons 5 years and over who speak English less than ""very well"" and speak some other unspecified language at home in the ACS","Number of people ages 5 years and over who speak English less than ""very well"" and speak some other or unspecified language at home in the ACS. Examples include Syriac, Finnish, other languages of the Americas, or no reported language.",Persons,ACS,Po p_5yrs_Ove r_ACS_ 12_16,93,demographic
Table.Column,Age5p_OthUnSp_ACSMOE_12_16,integer,age5p_othunsp_acsmoe_12_16,"MOE - Persons 5 years and over who speak English less than ""very well"" and speak some other unspecified language at home","Margin of Error of Number of people 5 years and over who speak English less than ""very well"" and speak some other or unspecified language at home",Persons,ACS,,94,demographic
Table.Column,Pop_25yrs_Over_ACS_12_16,integer,pop_25yrs_over_acs_12_16,Number of people 25 years old and over (denominator for educ. attainment) in the ACS,Number of people ages 25 years and over at time of interview in the ACS population,Persons,ACS,Tot_Population_ACS_ 12_16,95,demographic
Table.Column,Pop_25yrs_Over_ACSMOE_12_16,integer,pop_25yrs_over_acsmoe_12_16,MOE - Number of people 25 years old and over,Margin of Error of Number of people 25 years old and over,Persons,ACS,,96,demographic
Table.Column,Not_HS_Grad_ACS_12_16,integer,not_hs_grad_acs_12_16,Number of people 25 years old and over who are not high school graduates (did receive diploma or equivalent) in the ACS,Number of people ages 25 years and over at time of interview who are not high school graduates and have not received a diploma or the equivalent in the ACS population,Persons,ACS,Pop_25yrs_Over_ACS _12_16,97,education
Table.Column,Not_HS_Grad_ACSMOE_12_16,integer,not_hs_grad_acsmoe_12_16,MOE - Number of people 25 years old and over who are not high school graduates (did receive diploma or equivalent),Margin of Error of Number of people 25 years old and over who are not high school graduates,Persons,ACS,,98,education
Table.Column,College_ACS_12_16,integer,college_acs_12_16,Persons 25 years and over with college degree or higher in the ACS,Number of people ages 25 years and over at the time of interview with a college degree or higher in the ACS population,Persons,ACS,Pop_25yrs_Over_ACS _12_16,99,education
Table.Column,College_ACSMOE_12_16,integer,college_acsmoe_12_16,MOE - Persons 25 years and over with bachelors degree or higher (Derived),Margin of Error of Persons 25 and over with a college degree or higher,Persons,ACS,,100,education
Table.Column,Pov_Univ_ACS_12_16,integer,pov_univ_acs_12_16,Population for whom poverty level is determined in the ACS,"Number of people excluding institutionalized people, people in military group quarters, people in college dormitories, and unrelated individuals under 15 years old in the ACS",Persons,ACS,Tot_Population_ACS_ 12_16,101,education
Table.Column,Pov_Univ_ACSMOE_12_16,integer,pov_univ_acsmoe_12_16,MOE - Population for whom poverty level is determined,Margin of Error for Population for whom poverty level is determined,Persons,ACS,,102,education
Table.Column,Prs_Blw_Pov_Lev_ACS_12_16,integer,prs_blw_pov_lev_acs_12_16,Number of people classified as below the poverty level in the ACS,"Number of people classified as below the poverty level given their total family or household income within the last year, family size, and family composition in the ACS population",Persons,ACS,Pov_Univ_ACS_12_16,103,income
Table.Column,Prs_Blw_Pov_Lev_ACSMOE_12_16,integer,prs_blw_pov_lev_acsmoe_12_16,MOE - Number of people classified as below the poverty level,Margin of Error of Number of people classified as below the poverty level,Persons,ACS,,104,income
